"序号","文件名","订单号","图片分组","图片ID","原始路径","来源URL"
"251","0251_471160145978500002611246_img_002.jpg","471160145978500002611246","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145978500002611246\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/a7991507-d14f-4d45-a558-5edb77222e6b.jpg"
"252","0252_471160146021857384857650_img_001.jpg","471160146021857384857650","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146021857384857650\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/051040d0-996c-41b4-b22b-a2fa71ddb525.jpg"
"253","0253_471160146021857384857650_img_002.jpg","471160146021857384857650","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146021857384857650\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/0d99179f-8182-459c-8218-eec1ee5c39c3.jpg"
"254","0254_471160146097679469772837_img_001.jpg","471160146097679469772837","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146097679469772837\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/fda9e966-22fd-4ba9-a069-4e584ed0340c.jpg"
"255","0255_471160146097679469772837_img_002.jpg","471160146097679469772837","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146097679469772837\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/19/f8533f16-c45b-4fd7-bd5c-410ccc2de7ac.jpg"
"256","0256_471160146182518508748869_img_001.jpg","471160146182518508748869","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160146182518508748869\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/94e3f705-0004-4b78-ad8b-a5e75cf0dc82.jpg"
"257","0257_471160146182518508748869_img_002.jpg","471160146182518508748869","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160146182518508748869\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/63daef81-d206-4a09-943b-a678fb484d5a.jpg"
"258","0258_471160146592184555929622_img_001.jpg","471160146592184555929622","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146592184555929622\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/de28019a-356b-487d-9f44-cd2c1fa62ef2.jpg"
"259","0259_471160146592184555929622_img_002.jpg","471160146592184555929622","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146592184555929622\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/0a4a593e-7cc8-4b5b-965b-fdbb6b228cd5.jpg"
"260","0260_471160146715525624627244_img_001.jpg","471160146715525624627244","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146715525624627244\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/bdcc7cb0-d4a8-4de2-8df3-3a1efce7c0c3.jpg"
"261","0261_471160146715525624627244_img_002.jpg","471160146715525624627244","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146715525624627244\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/085c119f-e99b-4553-b437-a1957211990d.jpg"
"262","0262_471160146897720324915281_img_001.jpg","471160146897720324915281","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146897720324915281\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/c8cab5f3-4b92-4a46-9b0d-681d055c11c9.jpg"
"263","0263_471160146897720324915281_img_002.jpg","471160146897720324915281","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146897720324915281\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/456c9e78-e208-4817-8c75-835c5161e2ee.jpg"
"264","0264_471160146969426994790468_img_001.jpg","471160146969426994790468","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146969426994790468\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/29df2010-e979-4ee9-b755-88a96b1ad8fa.jpg"
"265","0265_471160146969426994790468_img_002.jpg","471160146969426994790468","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146969426994790468\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/9cadb252-2391-4a20-ab1d-1104ae5449d4.jpg"
"266","0266_471160146971094650060881_img_001.jpg","471160146971094650060881","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146971094650060881\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/d6591c8d-33cc-45fe-bd13-1c76632076c0.jpg"
"267","0267_471160146971094650060881_img_002.jpg","471160146971094650060881","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160146971094650060881\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/c8af5ab6-0a51-4eba-84a4-fe8adbdfe399.jpg"
"268","0268_471160147077837999308807_img_001.jpg","471160147077837999308807","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160147077837999308807\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/3dfc65b2-e41a-4ac1-be8b-9e69fec48f5b.jpg"
"269","0269_471160147077837999308807_img_002.jpg","471160147077837999308807","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160147077837999308807\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/79fe9346-cf50-4375-9d42-14e4b6670243.jpg"
"270","0270_471160147172856587878495_img_001.jpg","471160147172856587878495","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160147172856587878495\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/28a7751b-9d42-4ea7-8c5b-59b8e5d65466.jpg"
"271","0271_471160147172856587878495_img_002.jpg","471160147172856587878495","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160147172856587878495\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/02ac442a-0001-4df8-bfa6-07f6f06a2405.jpg"
"272","0272_471160147348423448985659_img_001.jpg","471160147348423448985659","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160147348423448985659\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/93e4b0f3-25c0-4b52-97c1-0958e0420b88.jpg"
"273","0273_471160147348423448985659_img_002.jpg","471160147348423448985659","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160147348423448985659\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/d5f36959-9841-403d-ab54-27956bc8727d.jpg"
"274","0274_471160147656079848243275_img_001.jpg","471160147656079848243275","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160147656079848243275\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/99968cde-4624-40d2-a79d-eb68c3b8228d.jpg"
"275","0275_471160147656079848243275_img_002.jpg","471160147656079848243275","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160147656079848243275\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/55f123b8-080b-4bfa-8d7a-55f1a159b6f9.jpg"
"276","0276_471160147815801464422414_img_001.jpg","471160147815801464422414","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160147815801464422414\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5691f979-2872-469c-8abe-2101b2fd9616.jpg"
"277","0277_471160147815801464422414_img_002.jpg","471160147815801464422414","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160147815801464422414\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5e69cba2-9b17-46c0-8f6e-98efb8d15dc9.jpg"
"278","0278_471160148075237628313613_img_001.jpg","471160148075237628313613","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148075237628313613\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/10e9279b-9393-4674-b205-6c77d444c1c3.jpg"
"279","0279_471160148075237628313613_img_002.jpg","471160148075237628313613","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148075237628313613\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/912ba8ee-6b76-455e-8f64-1076ef287c16.jpg"
"280","0280_471160148220085387264099_img_001.jpg","471160148220085387264099","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160148220085387264099\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/49b45b52-7a87-4221-8cd7-276b1a7d02a8.jpg"
"281","0281_471160148220085387264099_img_002.jpg","471160148220085387264099","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160148220085387264099\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/95a40e0b-c565-4460-84ae-05fec9825f99.jpg"
"282","0282_471160148660989791436830_img_001.jpg","471160148660989791436830","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160148660989791436830\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/495693ee-d28e-4471-8a99-55cffb83d0a4.jpg"
"283","0283_471160148660989791436830_img_002.jpg","471160148660989791436830","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160148660989791436830\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/11277f06-8377-4a99-9a33-82997a9f630a.jpg"
"284","0284_471160148667266144665647_img_001.jpg","471160148667266144665647","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148667266144665647\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/69820c17-1b98-4f07-bcc8-afc13492645d.jpg"
"285","0285_471160148667266144665647_img_002.jpg","471160148667266144665647","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148667266144665647\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/17b0517b-44e7-40ae-8417-7ce39482ad67.jpg"
"286","0286_471160148669197202227239_img_001.jpg","471160148669197202227239","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148669197202227239\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/bd6ea7bd-94d1-4b12-9388-11ae26c38e9b.jpg"
"287","0287_471160148669197202227239_img_002.jpg","471160148669197202227239","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148669197202227239\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/21fb4dcd-1977-4c77-8234-d9cf01bacb03.jpg"
"288","0288_471160148797856648396830_img_001.jpg","471160148797856648396830","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148797856648396830\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/b39c3bf6-2493-4a29-b692-cbee4eb68f38.jpg"
"289","0289_471160148797856648396830_img_002.jpg","471160148797856648396830","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148797856648396830\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/1f7c87b5-49e7-4f27-869e-8b5225c7db6a.jpg"
"290","0290_471160148840344109056090_img_001.jpg","471160148840344109056090","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148840344109056090\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/6e37415e-ab71-4788-9b9b-0911ae645081.jpg"
"291","0291_471160148840344109056090_img_002.jpg","471160148840344109056090","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148840344109056090\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/8b7ea42d-5dab-4736-8e8d-e04fd228b0fc.jpg"
"292","0292_471160148940453740544013_img_001.jpg","471160148940453740544013","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148940453740544013\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/041d99b7-1609-4c73-8221-81418419a461.jpg"
"293","0293_471160148940453740544013_img_002.jpg","471160148940453740544013","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148940453740544013\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/d13c5e9e-76df-4036-9a95-77b9cd11ba4f.jpg"
"294","0294_471160148979032938905622_img_001.jpg","471160148979032938905622","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148979032938905622\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/b992bc1c-e59f-41e0-9830-33386e6a4549.jpg"
"295","0295_471160148979032938905622_img_002.jpg","471160148979032938905622","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160148979032938905622\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5c3e2cb4-bcdc-457b-abd7-0e3d12109a8e.jpg"
"296","0296_471160149216750161100897_img_001.jpg","471160149216750161100897","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160149216750161100897\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/f34c1f4d-4d0f-4b86-8b78-b63174484af3.jpg"
"297","0297_471160149216750161100897_img_002.jpg","471160149216750161100897","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160149216750161100897\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/985a0fb0-3159-4b9a-a4db-625cbf1c3e1c.jpg"
"298","0298_471160149348267606016002_img_001.jpg","471160149348267606016002","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160149348267606016002\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/1a0504d0-5e71-4c0f-a03e-77c4ed51cbfe.jpg"
"299","0299_471160149348267606016002_img_002.jpg","471160149348267606016002","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\471160149348267606016002\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/85986e8e-c5e1-4b6e-9951-15a396bdccde.jpg"
"300","0300_471160149409506118860865_img_001.jpg","471160149409506118860865","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160149409506118860865\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/852d7479-afc4-409d-b7be-06476c6cee1b.jpg"
"301","0301_471160149409506118860865_img_002.jpg","471160149409506118860865","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160149409506118860865\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/44ab887e-edac-4372-8d6a-f79031d93a34.jpg"
"302","0302_471160149563317944320004_img_001.jpg","471160149563317944320004","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160149563317944320004\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/ea6de339-023e-4962-9a8c-dd4dc82176d3.jpg"
"303","0303_471160149563317944320004_img_002.jpg","471160149563317944320004","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160149563317944320004\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/0a5655fe-6504-4861-b92e-9aa776b266e0.jpg"
"304","0304_471160149924539816345662_img_001.jpg","471160149924539816345662","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160149924539816345662\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/532fdd95-31f4-41b4-94d2-01f4f3c99b27.jpg"
